date,latitude,longitude,wnv_present,species_ohe,year,month,tmax,tmin,tavg,depart,dew_point,wet_bulb,heat,cool,precip_total,stn_pressure,sea_level,result_speed,result_dir,avg_speed,daylight,r_humid,bc,br,dz,fg,fg+,fu,gr,hz,mi,ra,sn,sq,ts,vc,tavg_10,tavg_14,tavg_28,precip_total_10,precip_total_14,precip_total_28,r_humid_10,r_humid_14,r_humid_28,week,day
2007-06-05,41.95469,-87.800991,0,2.0,2007,6,63.5,49.0,56.5,-9.5,47.5,51.5,8.5,0.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,906.0,139.41649980416287,0,1,0,0,0,0,0,0,0,1,0,0,0,0,69.95,69.53571428571429,66.16071428571429,0.14150000000000001,0.15142857142857144,0.10285714285714286,163.15514823551695,173.35871743761555,192.67906877876456,23,1
2007-06-05,41.974089,-87.824812,0,2.0,2007,6,63.5,49.0,56.5,-9.5,47.5,51.5,8.5,0.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,906.0,139.41649980416287,0,1,0,0,0,0,0,0,0,1,0,0,0,0,69.95,69.53571428571429,66.16071428571429,0.14150000000000001,0.15142857142857144,0.10285714285714286,163.15514823551695,173.35871743761555,192.67906877876456,23,1
2007-06-05,41.801498,-87.763416,0,2.0,2007,6,63.5,49.0,56.5,-9.5,47.5,51.5,8.5,0.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,906.0,139.41649980416287,0,1,0,0,0,0,0,0,0,1,0,0,0,0,69.95,69.53571428571429,66.16071428571429,0.14150000000000001,0.15142857142857144,0.10285714285714286,163.15514823551695,173.35871743761555,192.67906877876456,23,1
2007-06-05,41.9216,-87.666455,0,2.0,2007,6,63.5,49.0,56.5,-9.5,47.5,51.5,8.5,0.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,906.0,139.41649980416287,0,1,0,0,0,0,0,0,0,1,0,0,0,0,69.95,69.53571428571429,66.16071428571429,0.14150000000000001,0.15142857142857144,0.10285714285714286,163.15514823551695,173.35871743761555,192.67906877876456,23,1
2007-06-05,41.867108,-87.654224,0,2.0,2007,6,63.5,49.0,56.5,-9.5,47.5,51.5,8.5,0.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,906.0,139.41649980416287,0,1,0,0,0,0,0,0,0,1,0,0,0,0,69.95,69.53571428571429,66.16071428571429,0.14150000000000001,0.15142857142857144,0.10285714285714286,163.15514823551695,173.35871743761555,192.67906877876456,23,1
2007-06-05,41.919343,-87.694259,0,2.0,2007,6,63.5,49.0,56.5,-9.5,47.5,51.5,8.5,0.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,906.0,139.41649980416287,0,1,0,0,0,0,0,0,0,1,0,0,0,0,69.95,69.53571428571429,66.16071428571429,0.14150000000000001,0.15142857142857144,0.10285714285714286,163.15514823551695,173.35871743761555,192.67906877876456,23,1
2007-06-05,41.868077,-87.666901,0,2.0,2007,6,63.5,49.0,56.5,-9.5,47.5,51.5,8.5,0.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,906.0,139.41649980416287,0,1,0,0,0,0,0,0,0,1,0,0,0,0,69.95,69.53571428571429,66.16071428571429,0.14150000000000001,0.15142857142857144,0.10285714285714286,163.15514823551695,173.35871743761555,192.67906877876456,23,1
2007-06-05,41.869216,-87.627561,0,2.0,2007,6,63.5,49.0,56.5,-9.5,47.5,51.5,8.5,0.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,906.0,139.41649980416287,0,1,0,0,0,0,0,0,0,1,0,0,0,0,69.95,69.53571428571429,66.16071428571429,0.14150000000000001,0.15142857142857144,0.10285714285714286,163.15514823551695,173.35871743761555,192.67906877876456,23,1
2007-06-05,41.720848,-87.666014,0,2.0,2007,6,63.5,49.0,56.5,-9.5,47.5,51.5,8.5,0.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,906.0,139.41649980416287,0,1,0,0,0,0,0,0,0,1,0,0,0,0,69.95,69.53571428571429,66.16071428571429,0.14150000000000001,0.15142857142857144,0.10285714285714286,163.15514823551695,173.35871743761555,192.67906877876456,23,1
2007-06-05,41.731922,-87.677512,0,2.0,2007,6,63.5,49.0,56.5,-9.5,47.5,51.5,8.5,0.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,906.0,139.41649980416287,0,1,0,0,0,0,0,0,0,1,0,0,0,0,69.95,69.53571428571429,66.16071428571429,0.14150000000000001,0.15142857142857144,0.10285714285714286,163.15514823551695,173.35871743761555,192.67906877876456,23,1
2007-06-05,41.662014,-87.724608,0,2.0,2007,6,63.5,49.0,56.5,-9.5,47.5,51.5,8.5,0.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,906.0,139.41649980416287,0,1,0,0,0,0,0,0,0,1,0,0,0,0,69.95,69.53571428571429,66.16071428571429,0.14150000000000001,0.15142857142857144,0.10285714285714286,163.15514823551695,173.35871743761555,192.67906877876456,23,1
2007-06-05,41.961743,-87.76007,0,2.0,2007,6,63.5,49.0,56.5,-9.5,47.5,51.5,8.5,0.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,906.0,139.41649980416287,0,1,0,0,0,0,0,0,0,1,0,0,0,0,69.95,69.53571428571429,66.16071428571429,0.14150000000000001,0.15142857142857144,0.10285714285714286,163.15514823551695,173.35871743761555,192.67906877876456,23,1
2007-06-05,41.953067,-87.776792,0,2.0,2007,6,63.5,49.0,56.5,-9.5,47.5,51.5,8.5,0.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,906.0,139.41649980416287,0,1,0,0,0,0,0,0,0,1,0,0,0,0,69.95,69.53571428571429,66.16071428571429,0.14150000000000001,0.15142857142857144,0.10285714285714286,163.15514823551695,173.35871743761555,192.67906877876456,23,1
2007-06-05,41.999129,-87.795585,0,2.0,2007,6,63.5,49.0,56.5,-9.5,47.5,51.5,8.5,0.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,906.0,139.41649980416287,0,1,0,0,0,0,0,0,0,1,0,0,0,0,69.95,69.53571428571429,66.16071428571429,0.14150000000000001,0.15142857142857144,0.10285714285714286,163.15514823551695,173.35871743761555,192.67906877876456,23,1
2007-06-05,41.958271,-87.702575,0,2.0,2007,6,63.5,49.0,56.5,-9.5,47.5,51.5,8.5,0.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,906.0,139.41649980416287,0,1,0,0,0,0,0,0,0,1,0,0,0,0,69.95,69.53571428571429,66.16071428571429,0.14150000000000001,0.15142857142857144,0.10285714285714286,163.15514823551695,173.35871743761555,192.67906877876456,23,1
2007-06-05,41.994469,-87.667736,0,2.0,2007,6,63.5,49.0,56.5,-9.5,47.5,51.5,8.5,0.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,906.0,139.41649980416287,0,1,0,0,0,0,0,0,0,1,0,0,0,0,69.95,69.53571428571429,66.16071428571429,0.14150000000000001,0.15142857142857144,0.10285714285714286,163.15514823551695,173.35871743761555,192.67906877876456,23,1
2007-06-05,41.916265,-87.800515,0,2.0,2007,6,63.5,49.0,56.5,-9.5,47.5,51.5,8.5,0.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,906.0,139.41649980416287,0,1,0,0,0,0,0,0,0,1,0,0,0,0,69.95,69.53571428571429,66.16071428571429,0.14150000000000001,0.15142857142857144,0.10285714285714286,163.15514823551695,173.35871743761555,192.67906877876456,23,1
2007-06-05,41.682587,-87.707973,0,2.0,2007,6,63.5,49.0,56.5,-9.5,47.5,51.5,8.5,0.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,906.0,139.41649980416287,0,1,0,0,0,0,0,0,0,1,0,0,0,0,69.95,69.53571428571429,66.16071428571429,0.14150000000000001,0.15142857142857144,0.10285714285714286,163.15514823551695,173.35871743761555,192.67906877876456,23,1
2007-06-05,41.725517,-87.614258,0,2.0,2007,6,63.5,49.0,56.5,-9.5,47.5,51.5,8.5,0.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,906.0,139.41649980416287,0,1,0,0,0,0,0,0,0,1,0,0,0,0,69.95,69.53571428571429,66.16071428571429,0.14150000000000001,0.15142857142857144,0.10285714285714286,163.15514823551695,173.35871743761555,192.67906877876456,23,1
2007-06-05,41.948167,-87.730698,0,2.0,2007,6,63.5,49.0,56.5,-9.5,47.5,51.5,8.5,0.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,906.0,139.41649980416287,0,1,0,0,0,0,0,0,0,1,0,0,0,0,69.95,69.53571428571429,66.16071428571429,0.14150000000000001,0.15142857142857144,0.10285714285714286,163.15514823551695,173.35871743761555,192.67906877876456,23,1
2007-06-05,41.95469,-87.800991,0,1.0,2007,6,63.5,49.0,56.5,-9.5,47.5,51.5,8.5,0.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,906.0,139.41649980416287,0,1,0,0,0,0,0,0,0,1,0,0,0,0,69.95,69.53571428571429,66.16071428571429,0.14150000000000001,0.15142857142857144,0.10285714285714286,163.15514823551695,173.35871743761555,192.67906877876456,23,1
2007-06-05,41.981964,-87.812827,0,1.0,2007,6,63.5,49.0,56.5,-9.5,47.5,51.5,8.5,0.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,906.0,139.41649980416287,0,1,0,0,0,0,0,0,0,1,0,0,0,0,69.95,69.53571428571429,66.16071428571429,0.14150000000000001,0.15142857142857144,0.10285714285714286,163.15514823551695,173.35871743761555,192.67906877876456,23,1
2007-06-05,41.944869,-87.832763,0,1.0,2007,6,63.5,49.0,56.5,-9.5,47.5,51.5,8.5,0.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,906.0,139.41649980416287,0,1,0,0,0,0,0,0,0,1,0,0,0,0,69.95,69.53571428571429,66.16071428571429,0.14150000000000001,0.15142857142857144,0.10285714285714286,163.15514823551695,173.35871743761555,192.67906877876456,23,1
2007-06-05,41.974089,-87.824812,0,1.0,2007,6,63.5,49.0,56.5,-9.5,47.5,51.5,8.5,0.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,906.0,139.41649980416287,0,1,0,0,0,0,0,0,0,1,0,0,0,0,69.95,69.53571428571429,66.16071428571429,0.14150000000000001,0.15142857142857144,0.10285714285714286,163.15514823551695,173.35871743761555,192.67906877876456,23,1
2007-06-05,42.011601,-87.811506,0,1.0,2007,6,63.5,49.0,56.5,-9.5,47.5,51.5,8.5,0.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,906.0,139.41649980416287,0,1,0,0,0,0,0,0,0,1,0,0,0,0,69.95,69.53571428571429,66.16071428571429,0.14150000000000001,0.15142857142857144,0.10285714285714286,163.15514823551695,173.35871743761555,192.67906877876456,23,1
2007-06-05,41.94983,-87.698457,0,1.0,2007,6,63.5,49.0,56.5,-9.5,47.5,51.5,8.5,0.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,906.0,139.41649980416287,0,1,0,0,0,0,0,0,0,1,0,0,0,0,69.95,69.53571428571429,66.16071428571429,0.14150000000000001,0.15142857142857144,0.10285714285714286,163.15514823551695,173.35871743761555,192.67906877876456,23,1
2007-06-05,41.979243,-87.750938,0,1.0,2007,6,63.5,49.0,56.5,-9.5,47.5,51.5,8.5,0.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,906.0,139.41649980416287,0,1,0,0,0,0,0,0,0,1,0,0,0,0,69.95,69.53571428571429,66.16071428571429,0.14150000000000001,0.15142857142857144,0.10285714285714286,163.15514823551695,173.35871743761555,192.67906877876456,23,1
2007-06-05,41.986921,-87.689778,0,1.0,2007,6,63.5,49.0,56.5,-9.5,47.5,51.5,8.5,0.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,906.0,139.41649980416287,0,1,0,0,0,0,0,0,0,1,0,0,0,0,69.95,69.53571428571429,66.16071428571429,0.14150000000000001,0.15142857142857144,0.10285714285714286,163.15514823551695,173.35871743761555,192.67906877876456,23,1
2007-06-05,41.906638,-87.701431,0,1.0,2007,6,63.5,49.0,56.5,-9.5,47.5,51.5,8.5,0.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,906.0,139.41649980416287,0,1,0,0,0,0,0,0,0,1,0,0,0,0,69.95,69.53571428571429,66.16071428571429,0.14150000000000001,0.15142857142857144,0.10285714285714286,163.15514823551695,173.35871743761555,192.67906877876456,23,1
2007-06-05,41.9216,-87.666455,0,1.0,2007,6,63.5,49.0,56.5,-9.5,47.5,51.5,8.5,0.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,906.0,139.41649980416287,0,1,0,0,0,0,0,0,0,1,0,0,0,0,69.95,69.53571428571429,66.16071428571429,0.14150000000000001,0.15142857142857144,0.10285714285714286,163.15514823551695,173.35871743761555,192.67906877876456,23,1
2007-06-05,41.891118,-87.654491,0,1.0,2007,6,63.5,49.0,56.5,-9.5,47.5,51.5,8.5,0.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,906.0,139.41649980416287,0,1,0,0,0,0,0,0,0,1,0,0,0,0,69.95,69.53571428571429,66.16071428571429,0.14150000000000001,0.15142857142857144,0.10285714285714286,163.15514823551695,173.35871743761555,192.67906877876456,23,1
2007-06-05,41.867108,-87.654224,0,1.0,2007,6,63.5,49.0,56.5,-9.5,47.5,51.5,8.5,0.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,906.0,139.41649980416287,0,1,0,0,0,0,0,0,0,1,0,0,0,0,69.95,69.53571428571429,66.16071428571429,0.14150000000000001,0.15142857142857144,0.10285714285714286,163.15514823551695,173.35871743761555,192.67906877876456,23,1
2007-06-05,41.896282,-87.655232,0,1.0,2007,6,63.5,49.0,56.5,-9.5,47.5,51.5,8.5,0.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,906.0,139.41649980416287,0,1,0,0,0,0,0,0,0,1,0,0,0,0,69.95,69.53571428571429,66.16071428571429,0.14150000000000001,0.15142857142857144,0.10285714285714286,163.15514823551695,173.35871743761555,192.67906877876456,23,1
2007-06-05,41.919343,-87.694259,0,1.0,2007,6,63.5,49.0,56.5,-9.5,47.5,51.5,8.5,0.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,906.0,139.41649980416287,0,1,0,0,0,0,0,0,0,1,0,0,0,0,69.95,69.53571428571429,66.16071428571429,0.14150000000000001,0.15142857142857144,0.10285714285714286,163.15514823551695,173.35871743761555,192.67906877876456,23,1
2007-06-05,41.921965,-87.632085,0,1.0,2007,6,63.5,49.0,56.5,-9.5,47.5,51.5,8.5,0.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,906.0,139.41649980416287,0,1,0,0,0,0,0,0,0,1,0,0,0,0,69.95,69.53571428571429,66.16071428571429,0.14150000000000001,0.15142857142857144,0.10285714285714286,163.15514823551695,173.35871743761555,192.67906877876456,23,1
2007-06-05,41.688324,-87.676709,0,1.0,2007,6,63.5,49.0,56.5,-9.5,47.5,51.5,8.5,0.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,906.0,139.41649980416287,0,1,0,0,0,0,0,0,0,1,0,0,0,0,69.95,69.53571428571429,66.16071428571429,0.14150000000000001,0.15142857142857144,0.10285714285714286,163.15514823551695,173.35871743761555,192.67906877876456,23,1
2007-06-05,41.723195,-87.64997,0,1.0,2007,6,63.5,49.0,56.5,-9.5,47.5,51.5,8.5,0.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,906.0,139.41649980416287,0,1,0,0,0,0,0,0,0,1,0,0,0,0,69.95,69.53571428571429,66.16071428571429,0.14150000000000001,0.15142857142857144,0.10285714285714286,163.15514823551695,173.35871743761555,192.67906877876456,23,1
2007-06-05,41.868077,-87.666901,0,1.0,2007,6,63.5,49.0,56.5,-9.5,47.5,51.5,8.5,0.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,906.0,139.41649980416287,0,1,0,0,0,0,0,0,0,1,0,0,0,0,69.95,69.53571428571429,66.16071428571429,0.14150000000000001,0.15142857142857144,0.10285714285714286,163.15514823551695,173.35871743761555,192.67906877876456,23,1
